ref_no,title,make,model,year,mileage,engine_cc,transmission,fuel,seats,location,price_usd,total_price_usd,price_ugx,total_price_ugx,url
CB205017,2017 SUZUKI JIMNY,Suzuki,Jimny,2017,96600,660.0,AT,Petrol,4,Location,6700,83740.0,24120000,301464000.0,/suzuki/jimny/cb205017/id/13262411/
CB205018,2021 HONDA ODYSSEY,Honda,Odyssey,2021,35486,2000.0,CVT,Hybrid(Petrol),7,Location,28850,312940.0,103860000,1126584000.0,/honda/odyssey/cb205018/id/13262412/
CB205019,2005 MAZDA ROADSTER,Mazda,Roadster,2005,89097,2000.0,AT,Petrol,2,Location,4350,59680.0,15660000,214848000.0,/mazda/roadster/cb205019/id/13262413/
CB205020,2015 DAIHATSU WAKE,Daihatsu,Wake,2015,152000,660.0,CVT,Petrol,4,Location,2680,43390.0,9648000,156204000.0,/daihatsu/wake/cb205020/id/13262414/
CB205021,2012 SUZUKI CARRY TRUCK,Suzuki,Carry,2012,60000,650.0,MT,Petrol,2,Location,4030,58050.0,14508000,208980000.0,/suzuki/carry-truck/cb205021/id/13262415/
CB205022,2024 MERCEDES-BENZ V-CLASS,Mercedes-Benz,V-Class,2024,17900,2000.0,AT,Diesel,7,Location,40960,439720.0,147456000,1582992000.0,/mercedes-benz/v-class/cb205022/id/13262416/
CB205023,2009 DAIHATSU TANTO,Daihatsu,Tanto,2009,84709,660.0,AT,Petrol,4,Location,1550,31950.0,5580000,115020000.0,/daihatsu/tanto/cb205023/id/13262417/
CA631804,"2021 SUZUKI SWIFT
                                 6MT",Suzuki,Swift,2021,64282,1400.0,MT,Petrol,5,Location,10390,121930.0,37404000,438948000.0,/suzuki/swift/ca631804/id/12718236/
CA847382,"2014 SUZUKI SWIFT
                                 1.6",Suzuki,Swift,2014,100000,1600.0,AT,Petrol,5,Location,3630,54150.0,13068000,194940000.0,/suzuki/swift/ca847382/id/12936032/
CB192713,2011 NISSAN FAIRLADY Z,Nissan,Fairlady,2011,139000,3700.0,MT,Petrol,2,Location,9050,108460.0,32580000,390456000.0,/nissan/fairlady-z/cb192713/id/13250673/
CA925137,2010 NISSAN FAIRLADY Z,Nissan,Fairlady,2010,146000,3700.0,AT,Petrol,2,Location,7040,88680.0,25344000,319248000.0,/nissan/fairlady-z/ca925137/id/13014035/
CA640412,2022 VOLVO V90,Volvo,V90,2022,3800,2000.0,AT,Petrol,5,Location,21820,241060.0,78552000,867816000.0,/volvo/v90/ca640412/id/12727974/
BW232305,"2021 VOLVO XC90
                                 B6AWDR4WDUSS-4.5B",Volvo,Xc90,2021,56000,2000.0,AT,Petrol,7,Location,28060,307780.0,101016000,1108008000.0,/volvo/xc90/bw232305/id/9490424/
CA430524,"2019 VOLKSWAGEN THE BEETLE
                                 RJISBSMPC",Volkswagen,The,2019,88300,1400.0,AT,Petrol,4,Location,8850,109220.0,31860000,393192000.0,/volkswagen/the-beetle/ca430524/id/12515785/
CA670604,2013 VOLKSWAGEN THE BEETLE,Volkswagen,The,2013,78275,1200.0,AT,Petrol,4,Location,5410,74000.0,19476000,266400000.0,/volkswagen/the-beetle/ca670604/id/12757649/
CA662453,2013 VOLKSWAGEN THE BEETLE,Volkswagen,The,2013,63040,1200.0,AT,Petrol,4,Location,6210,82000.0,22356000,295200000.0,/volkswagen/the-beetle/ca662453/id/12749770/
CA592951,2012 VOLKSWAGEN THE BEETLE,Volkswagen,The,2012,67830,1200.0,AT,Petrol,4,Location,5270,72600.0,18972000,261360000.0,/volkswagen/the-beetle/ca592951/id/12679761/
CA626855,2021 VOLKSWAGEN T-CROSS,Volkswagen,T-Cross,2021,17000,1000.0,AT,Petrol,5,Location,12960,149590.0,46656000,538524000.0,/volkswagen/t-cross/ca626855/id/12713293/
CA592950,"2022 VOLKSWAGEN T-ROC
                                 ACC",Volkswagen,T-Roc,2022,3680,2000.0,AT,Diesel,5,Location,15440,175260.0,55584000,630936000.0,/volkswagen/t-roc/ca592950/id/12679760/
CA927725,2020 VOLKSWAGEN T-ROC,Volkswagen,T-Roc,2020,60320,2000.0,AT,Diesel,5,Location,10060,122810.0,36216000,442116000.0,/volkswagen/t-roc/ca927725/id/13016710/
BX783614,"2016 BMW MINI
                                 BLED",Bmw,Mini,2016,33800,1200.0,AT,Petrol,5,Location,4350,64240.0,15660000,231264000.0,/bmw/mini/bx783614/id/11010239/
CA154969,"2015 BMW MINI
                                 BBLUETOOTH",Bmw,Mini,2015,74620,1198.0,AT,Petrol,4,Location,3210,51890.0,11556000,186804000.0,/bmw/mini/ca154969/id/12236731/
BY812984,2015 MERCEDES-BENZ MERCEDES-BENZ OTHERS,Mercedes-Benz,Mercedes-Benz,2015,95730,2200.0,AT,Diesel,7,Location,17110,194440.0,61596000,699984000.0,/mercedes-benz/mercedes-benz-others/by812984/id/11964144/
CA640366,2016 MERCEDES-BENZ GLC-CLASS,Mercedes-Benz,Glc-Class,2016,39900,2000.0,AT,Petrol,5,Location,14430,167960.0,51948000,604656000.0,/mercedes-benz/glc-class/ca640366/id/12727904/
CB012505,"2016 MERCEDES-BENZ GLC-CLASS
                                 25044WD",Mercedes-Benz,Glc-Class,2016,62083,2000.0,AT,Petrol,5,Location,11740,141060.0,42264000,507816000.0,/mercedes-benz/glc-class/cb012505/id/13068843/
CA662429,2020 BMW X4,Bmw,X4,2020,9870,2000.0,AT,Diesel,5,Location,22490,248980.0,80964000,896328000.0,/bmw/x4/ca662429/id/12749724/
CB058294,2012 BMW BMW OTHERS,Bmw,Bmw,2012,39700,4400.0,AT,Petrol,5,Location,7590,95500.0,27324000,343800000.0,/bmw/bmw-others/cb058294/id/13115443/
CA592930,"2017 BMW 5 SERIES
                                 ACC19AW",Bmw,5,2017,66230,2000.0,AT,Diesel,5,Location,12420,146890.0,44712000,528804000.0,/bmw/5-series/ca592930/id/12679733/
CA740694,"2015 BMW X1
                                 X20IX4WD",Bmw,X1,2015,45000,2000.0,AT,Petrol,5,Location,8260,104530.0,29736000,376308000.0,/bmw/x1/ca740694/id/12828643/
CA592928,2022 BMW 1 SERIES,Bmw,1,2022,17580,2000.0,AT,Diesel,5,Location,14970,169630.0,53892000,610668000.0,/bmw/1-series/ca592928/id/12679730/
BT031661,"2014 BMW 4 SERIES
                                 4WD",Bmw,4,2014,59300,2000.0,AT,Petrol,5,Location,8310,104120.0,29916000,374832000.0,/bmw/4-series/bt031661/id/7415551/
CA554822,"2022 BMW 4 SERIES
                                 P",Bmw,4,2022,13230,2000.0,AT,Diesel,5,Location,26380,284800.0,94968000,1025280000.0,/bmw/4-series/ca554822/id/12640766/
CA592921,"2023 BMW X3
                                 XDRIVE20DMPKG",Bmw,X3,2023,9620,2000.0,AT,Diesel,5,Location,27720,301400.0,99792000,1085040000.0,/bmw/x3/ca592921/id/12679721/
CA640313,2021 BMW 4 SERIES,Bmw,4,2021,14090,2000.0,AT,Petrol,4,Location,29070,311170.0,104652000,1120212000.0,/bmw/4-series/ca640313/id/12727836/
CA154874,2021 AUDI Q3,Audi,Q3,2021,17300,2000.0,AT,Diesel,5,Location,20470,226600.0,73692000,815760000.0,/audi/q3/ca154874/id/12236636/
CA012918,2017 BMW MINI,Bmw,Mini,2017,80100,2000.0,AT,Diesel,5,Location,6430,85750.0,23148000,308700000.0,/bmw/mini/ca012918/id/12094348/
CA760901,2014 BMW MINI,Bmw,Mini,2014,132200,1500.0,AT,Petrol,4,Location,3830,58830.0,13788000,211788000.0,/bmw/mini/ca760901/id/12848561/
CB100001,2017 BMW MINI,Bmw,Mini,2017,113000,2000.0,AT,Diesel,5,Location,7450,94970.0,26820000,341892000.0,/bmw/mini/cb100001/id/13156851/
CA226954,2014 NISSAN SERENA,Nissan,Serena,2014,79700,2000.0,AT,Hybrid(Petrol),8,Location,5980,84500.0,21528000,304200000.0,/nissan/serena/ca226954/id/12310410/
BY807507,2014 MAZDA PREMACY,Mazda,Premacy,2014,66900,2000.0,AT,Petrol,7,Location,2560,47090.0,9216000,169524000.0,/mazda/premacy/by807507/id/11958736/
CA226945,2010 MAZDA MPV,Mazda,Mpv,2010,57650,2300.0,AT,Petrol,8,Location,3230,56490.0,11628000,203364000.0,/mazda/mpv/ca226945/id/12310401/
CA330337,2004 MITSUBISHI CANTER,Mitsubishi,Canter,2004,175500,5240.0,AT,Diesel,3,Location,4900,136390.0,17640000,491004000.0,/mitsubishi/canter/ca330337/id/12415156/
CA608314,2013 MITSUBISHI CANTER,Mitsubishi,Canter,2013,193800,3000.0,AT,Diesel,3,Location,7790,164310.0,28044000,591516000.0,/mitsubishi/canter/ca608314/id/12695362/
CB034782,2011 HONDA FREED,Honda,Freed,2011,119999,1500.0,AT,Petrol,7,Location,2680,47260.0,9648000,170136000.0,/honda/freed/cb034782/id/13090723/
CA686617,2013 HONDA STEP WGN,Honda,Step,2013,182800,2000.0,AT,Petrol,8,Location,3550,59300.0,12780000,213480000.0,/honda/step-wgn/ca686617/id/12773618/
CB022410,2012 HONDA STEP WGN,Honda,Step,2012,113500,2000.0,CVT,Petrol,7,Location,2740,50990.0,9864000,183564000.0,/honda/step-wgn/cb022410/id/13078925/
CB034777,2009 HONDA ODYSSEY,Honda,Odyssey,2009,125000,2400.0,CVT,Petrol,7,Location,4890,71810.0,17604000,258516000.0,/honda/odyssey/cb034777/id/13090718/
CA834433,1999 SUZUKI JIMNY,Suzuki,Jimny,1999,175000,660.0,MT,Petrol,4,Location,2760,44410.0,9936000,159876000.0,/suzuki/jimny/ca834433/id/12923448/
CA280745,1992 SUZUKI JIMNY,Suzuki,Jimny,1992,53000,660.0,MT,Petrol,2,Location,4900,65460.0,17640000,235656000.0,/suzuki/jimny/ca280745/id/12364840/
CA527873,2011 LEXUS LS,Lexus,Ls,2011,130100,5000.0,CVT,Hybrid(Petrol),5,Location,9520,117890.0,34272000,424404000.0,/lexus/ls/ca527873/id/12613938/
CA794374,2010 LEXUS LS,Lexus,Ls,2010,160000,,AT,Petrol,5,Location,10940,133240.0,39384000,479664000.0,/lexus/ls/ca794374/id/12882959/
CA794378,1998 SUZUKI JIMNY,Suzuki,Jimny,1998,235000,650.0,AT,Petrol,4,Location,3550,50920.0,12780000,183312000.0,/suzuki/jimny/ca794378/id/12882963/
CB034759,2007 LEXUS LS,Lexus,Ls,2007,42800,,AT,Hybrid(Petrol),5,Location,9130,113750.0,32868000,409500000.0,/lexus/ls/cb034759/id/13090700/
CA173117,2005 TOYOTA VITZ,Toyota,Vitz,2005,43000,1500.0,MT,Petrol,5,Location,4230,59810.0,15228000,215316000.0,/toyota/vitz/ca173117/id/12256478/
CA618188,2014 TOYOTA PORTE,Toyota,Porte,2014,27030,1500.0,AT,Petrol,5,Location,4100,60480.0,14760000,217728000.0,/toyota/porte/ca618188/id/12705127/
CB034749,2019 TOYOTA PRIUS,Toyota,Prius,2019,87000,,AT,Petrol,ASK,Location,13290,153090.0,47844000,551124000.0,/toyota/prius/cb034749/id/13090690/
BY432608,2016 TOYOTA PRIUS,Toyota,Prius,2016,34900,1800.0,CVT,Hybrid(Petrol),5,Location,10940,129320.0,39384000,465552000.0,/toyota/prius/by432608/id/11580489/
CA072473,2023 TOYOTA PRIUS,Toyota,Prius,2023,10100,1800.0,CVT,Hybrid(Petrol),5,Location,20000,219880.0,72000000,791568000.0,/toyota/prius/ca072473/id/12155044/
CB089047,2010 TOYOTA PRIUS,Toyota,Prius,2010,34580,1800.0,AT,Hybrid(Petrol),5,Location,4430,63990.0,15948000,230364000.0,/toyota/prius/cb089047/id/13146044/
CA679960,"2020 MERCEDES-BENZ B-CLASS
                                 PKG",Mercedes-Benz,B-Class,2020,19610,2000.0,AT,Diesel,5,Location,15440,175570.0,55584000,632052000.0,/mercedes-benz/b-class/ca679960/id/12767526/
CA487503,2022 MERCEDES-BENZ C-CLASS,Mercedes-Benz,C-Class,2022,27000,1500.0,AT,Petrol,5,Location,22150,242470.0,79740000,872892000.0,/mercedes-benz/c-class/ca487503/id/12573839/
CB034743,2009 VOLVO V70,Volvo,V70,2009,65600,2600.0,AT,Petrol,5,Location,2400,47190.0,8640000,169884000.0,/volvo/v70/cb034743/id/13090684/
CA540712,2014 VOLVO S60,Volvo,S60,2014,50150,1968.0,AT,Petrol,5,Location,5040,71960.0,18144000,259056000.0,/volvo/s60/ca540712/id/12626998/
CA488550,2015 PEUGEOT 308,Peugeot,308,2015,30000,1190.0,AT,Petrol,5,Location,4640,67810.0,16704000,244116000.0,/peugeot/308/ca488550/id/12574936/
CB034740,2010 VOLVO C30,Volvo,C30,2010,41900,2000.0,AT,Petrol,4,Location,2680,45950.0,9648000,165420000.0,/volvo/c30/cb034740/id/13090681/
CA834418,2003 FIAT PUNTO,Fiat,Punto,2003,52600,1240.0,CVT,Petrol,5,Location,2560,42930.0,9216000,154548000.0,/fiat/punto/ca834418/id/12923433/
CA834417,2011 FIAT 500,Fiat,500,2011,81000,1240.0,AT,Petrol,4,Location,2680,42800.0,9648000,154080000.0,/fiat/500/ca834417/id/12923432/
CB034737,2014 FIAT 500,Fiat,500,2014,53000,875.0,AT,Petrol,4,Location,4700,63780.0,16920000,229608000.0,/fiat/500/cb034737/id/13090678/
CB090508,2003 CHEVROLET ASTRO,Chevrolet,Astro,2003,182876,4290.0,AT,Petrol,5,Location,6050,90110.0,21780000,324396000.0,/chevrolet/astro/cb090508/id/13147750/
CB204862,2023 CADILLAC ESCALADE,Cadillac,Escalade,2023,9000,6200.0,AT,Petrol,7,Location,83760,870880.0,301536000,3135168000.0,/cadillac/escalade/cb204862/id/13262256/
CB204863,2019 CHEVROLET CAMARO,Chevrolet,Camaro,2019,108000,2000.0,AT,Petrol,4,Location,24700,267820.0,88920000,964152000.0,/chevrolet/camaro/cb204863/id/13262257/
CB204864,2016 CHEVROLET CORVETTE,Chevrolet,Corvette,2016,22000,6200.0,AT,Petrol,2,Location,60940,628670.0,219384000,2263212000.0,/chevrolet/corvette/cb204864/id/13262258/
CB204865,2014 FORD MUSTANG,Ford,Mustang,2014,20000,5000.0,AT,Petrol,4,Location,34100,362470.0,122760000,1304892000.0,/ford/mustang/cb204865/id/13262259/
CB204867,2012 FIAT 500,Fiat,500,2012,66300,900.0,AT,Petrol,1,Location,3150,47500.0,11340000,171000000.0,/fiat/500/cb204867/id/13262261/
CB204868,2012 FIAT 500,Fiat,500,2012,83000,1200.0,AT,Petrol,4,Location,4980,65800.0,17928000,236880000.0,/fiat/500/cb204868/id/13262262/
CB204869,2015 CITROEN DS3,Citroen,Ds3,2015,48000,1200.0,AT,Petrol,5,Location,3330,51150.0,11988000,184140000.0,/citroen/ds3/cb204869/id/13262263/
CB204870,2009 PEUGEOT 207,Peugeot,207,2009,34000,1580.0,MT,Petrol,4,Location,2350,43180.0,8460000,155448000.0,/peugeot/207/cb204870/id/13262264/
CB204871,2013 VOLVO V40,Volvo,V40,2013,46000,1600.0,AT,Petrol,5,Location,3720,56800.0,13392000,204480000.0,/volvo/v40/cb204871/id/13262265/
CB204872,2010 VOLVO V50,Volvo,V50,2010,70400,2000.0,AT,Petrol,5,Location,2680,47110.0,9648000,169596000.0,/volvo/v50/cb204872/id/13262266/
CB204873,2020 VOLVO XC90,Volvo,Xc90,2020,26000,2000.0,AT,Hybrid(Petrol),7,Location,30740,334460.0,110664000,1204056000.0,/volvo/xc90/cb204873/id/13262267/
CB204874,2012 TOYOTA ESTIMA,Toyota,Estima,2012,67000,2400.0,CVT,Petrol,7,Location,5190,76220.0,18684000,274392000.0,/toyota/estima/cb204874/id/13262268/
CB204875,2009 TOYOTA ESTIMA HYBRID,Toyota,Estima,2009,74000,2400.0,CVT,Hybrid(Petrol),7,Location,5580,80440.0,20088000,289584000.0,/toyota/estima-hybrid/cb204875/id/13262269/
CB204876,2013 TOYOTA SPADE,Toyota,Spade,2013,103000,1500.0,CVT,Petrol,5,Location,3230,52130.0,11628000,187668000.0,/toyota/spade/cb204876/id/13262270/
CB204877,2017 TOYOTA SPADE,Toyota,Spade,2017,25000,1500.0,CVT,Petrol,5,Location,4570,66190.0,16452000,238284000.0,/toyota/spade/cb204877/id/13262271/
CB204878,2016 TOYOTA PRIUS,Toyota,Prius,2016,57900,1800.0,CVT,Hybrid(Petrol),5,Location,11280,133700.0,40608000,481320000.0,/toyota/prius/cb204878/id/13262272/
CB204879,2018 TOYOTA PRIUS,Toyota,Prius,2018,67354,1790.0,AT,Hybrid(Petrol),5,Location,11620,137230.0,41832000,494028000.0,/toyota/prius/cb204879/id/13262273/
CB204880,2010 TOYOTA PRIUS,Toyota,Prius,2010,25000,1790.0,CVT,Hybrid(Petrol),5,Location,4570,65390.0,16452000,235404000.0,/toyota/prius/cb204880/id/13262274/
CB204881,2019 TOYOTA PRIUS,Toyota,Prius,2019,91000,1800.0,CVT,Hybrid(Petrol),5,Location,14030,160220.0,50508000,576792000.0,/toyota/prius/cb204881/id/13262275/
CB204883,2010 TOYOTA PRIUS,Toyota,Prius,2010,35000,1790.0,CVT,Hybrid(Petrol),5,Location,4430,63990.0,15948000,230364000.0,/toyota/prius/cb204883/id/13262277/
CB204884,2011 TOYOTA PRIUS,Toyota,Prius,2011,79000,1800.0,CVT,Hybrid(Petrol),5,Location,4330,63360.0,15588000,228096000.0,/toyota/prius/cb204884/id/13262278/
CB204885,2023 TOYOTA PRIUS,Toyota,Prius,2023,36000,2000.0,CVT,Hybrid(Petrol),5,Location,24030,260180.0,86508000,936648000.0,/toyota/prius/cb204885/id/13262279/
CB204886,2012 TOYOTA PRIUS,Toyota,Prius,2012,152670,1800.0,AT,Hybrid(Petrol),5,Location,4020,60290.0,14472000,217044000.0,/toyota/prius/cb204886/id/13262280/
CB204887,2024 TOYOTA VOXY,Toyota,Voxy,2024,17000,2000.0,CVT,Petrol,7,Location,19540,220250.0,70344000,792900000.0,/toyota/voxy/cb204887/id/13262281/
CB204889,2012 TOYOTA VOXY,Toyota,Voxy,2012,120000,2000.0,CVT,Petrol,5,Location,3550,60430.0,12780000,217548000.0,/toyota/voxy/cb204889/id/13262283/
CB204890,2008 SUZUKI JIMNY,Suzuki,Jimny,2008,189230,650.0,MT,Petrol,4,Location,4840,64100.0,17424000,230760000.0,/suzuki/jimny/cb204890/id/13262284/
CB204891,1999 SUZUKI JIMNY,Suzuki,Jimny,1999,190025,660.0,AT,Petrol,4,Location,1800,36820.0,6480000,132552000.0,/suzuki/jimny/cb204891/id/13262285/
CB204892,2007 SUZUKI JIMNY,Suzuki,Jimny,2007,162000,660.0,MT,Petrol,4,Location,2660,42890.0,9576000,154404000.0,/suzuki/jimny/cb204892/id/13262286/
CB204893,2003 SUZUKI JIMNY,Suzuki,Jimny,2003,117000,660.0,MT,Petrol,4,Location,3290,49160.0,11844000,176976000.0,/suzuki/jimny/cb204893/id/13262287/
CB204894,2019 SUZUKI JIMNY,Suzuki,Jimny,2019,61000,660.0,MT,Petrol,4,Location,11740,133840.0,42264000,481824000.0,/suzuki/jimny/cb204894/id/13262288/
CB204895,2019 SUZUKI SWIFT,Suzuki,Swift,2019,70000,1400.0,MT,Petrol,5,Location,11280,130690.0,40608000,470484000.0,/suzuki/swift/cb204895/id/13262289/
CB204896,2002 SUBARU LEGACY B4,Subaru,Legacy,2002,158000,2000.0,MT,Petrol,5,Location,6450,83800.0,23220000,301680000.0,/subaru/legacy-b4/cb204896/id/13262290/
CB204898,2003 SUBARU LEGACY B4,Subaru,Legacy,2003,74000,2000.0,AT,Petrol,5,Location,6580,85540.0,23688000,307944000.0,/subaru/legacy-b4/cb204898/id/13262292/
CB204899,2012 SUBARU LEGACY TOURING WAGON,Subaru,Legacy,2012,112400,2500.0,AT,Petrol,5,Location,4220,63740.0,15192000,229464000.0,/subaru/legacy-touring-wagon/cb204899/id/13262293/
CB204900,2004 SUBARU LEGACY TOURING WAGON,Subaru,Legacy,2004,72000,2000.0,AT,Petrol,5,Location,5040,70890.0,18144000,255204000.0,/subaru/legacy-touring-wagon/cb204900/id/13262294/
CB204901,2012 SUBARU LEGACY TOURING WAGON,Subaru,Legacy,2012,101000,2500.0,CVT,Petrol,5,Location,2540,47310.0,9144000,170316000.0,/subaru/legacy-touring-wagon/cb204901/id/13262295/
CB204902,2010 SUBARU LEGACY TOURING WAGON,Subaru,Legacy,2010,129470,2500.0,AT,Petrol,5,Location,3350,55370.0,12060000,199332000.0,/subaru/legacy-touring-wagon/cb204902/id/13262296/
CB204903,2015 HONDA ODYSSEY,Honda,Odyssey,2015,120000,2400.0,CVT,Petrol,7,Location,5440,78500.0,19584000,282600000.0,/honda/odyssey/cb204903/id/13262297/
CB204904,2009 HONDA STEP WGN,Honda,Step,2009,139000,2000.0,CVT,Petrol,5,Location,3090,55290.0,11124000,199044000.0,/honda/step-wgn/cb204904/id/13262298/
CB204905,2011 HONDA STEP WGN,Honda,Step,2011,165900,2000.0,CVT,Petrol,5,Location,3230,57250.0,11628000,206100000.0,/honda/step-wgn/cb204905/id/13262299/
CB204906,2018 HONDA STEP WGN,Honda,Step,2018,35000,1500.0,CVT,Petrol,8,Location,16300,187280.0,58680000,674208000.0,/honda/step-wgn/cb204906/id/13262300/
CB204907,2005 HONDA FIT,Honda,Fit,2005,190971,1500.0,MT,Petrol,5,Location,2090,38650.0,7524000,139140000.0,/honda/fit/cb204907/id/13262301/
CB204908,2020 HONDA FIT,Honda,Fit,2020,36000,1500.0,AT,Hybrid(Petrol),5,Location,9940,118160.0,35784000,425376000.0,/honda/fit/cb204908/id/13262302/
CB204909,2014 HONDA FREED,Honda,Freed,2014,56000,1500.0,CVT,Hybrid(Petrol),7,Location,5110,71560.0,18396000,257616000.0,/honda/freed/cb204909/id/13262303/
CB204910,2014 MITSUBISHI CANTER,Mitsubishi,Canter,2014,120000,2990.0,MT,Diesel,3,Location,14970,236480.0,53892000,851328000.0,/mitsubishi/canter/cb204910/id/13262304/
CB204911,2015 MITSUBISHI CANTER,Mitsubishi,Canter,2015,182000,2990.0,MT,Diesel,3,Location,12960,216380.0,46656000,778968000.0,/mitsubishi/canter/cb204911/id/13262305/
CB204912,2012 MITSUBISHI CANTER,Mitsubishi,Canter,2012,233000,3000.0,MT,Diesel,3,Location,11950,206280.0,43020000,742608000.0,/mitsubishi/canter/cb204912/id/13262306/
CB204913,2016 MITSUBISHI CANTER,Mitsubishi,Canter,2016,178000,2990.0,MT,Diesel,3,Location,12560,212380.0,45216000,764568000.0,/mitsubishi/canter/cb204913/id/13262307/
CB204914,2017 MITSUBISHI CANTER,Mitsubishi,Canter,2017,156000,2990.0,MT,Diesel,3,Location,16310,249880.0,58716000,899568000.0,/mitsubishi/canter/cb204914/id/13262308/
CB204915,2012 MITSUBISHI CANTER,Mitsubishi,Canter,2012,11000,30000.0,AT,Petrol,3,Location,14230,229080.0,51228000,824688000.0,/mitsubishi/canter/cb204915/id/13262309/
CB204916,2015 MITSUBISHI CANTER,Mitsubishi,Canter,2015,164000,2990.0,MT,Diesel,3,Location,14300,229780.0,51480000,827208000.0,/mitsubishi/canter/cb204916/id/13262310/
CB204917,2008 MITSUBISHI PAJERO MINI,Mitsubishi,Pajero,2008,118000,,AT,Petrol,ASK,Location,4570,62130.0,16452000,223668000.0,/mitsubishi/pajero-mini/cb204917/id/13262311/
CB204918,2009 NISSAN WINGROAD,Nissan,Wingroad,2009,63000,1500.0,CVT,Petrol,5,Location,3160,50870.0,11376000,183132000.0,/nissan/wingroad/cb204918/id/13262312/
CB204919,2019 NISSAN SERENA,Nissan,Serena,2019,107000,2000.0,CVT,Hybrid(Petrol),8,Location,9860,123350.0,35496000,444060000.0,/nissan/serena/cb204919/id/13262313/
CB204920,2022 NISSAN SERENA,Nissan,Serena,2022,59000,1200.0,AT,Hybrid(Petrol),7,Location,16510,190900.0,59436000,687240000.0,/nissan/serena/cb204920/id/13262314/
CB204921,2016 NISSAN SERENA,Nissan,Serena,2016,58000,2000.0,CVT,Hybrid(Petrol),8,Location,6850,93200.0,24660000,335520000.0,/nissan/serena/cb204921/id/13262315/
CB204922,2021 NISSAN SERENA,Nissan,Serena,2021,67000,1200.0,AT,Hybrid(Petrol),7,Location,14290,167990.0,51444000,604764000.0,/nissan/serena/cb204922/id/13262316/
CB204923,2014 NISSAN SERENA,Nissan,Serena,2014,154120,2000.0,AT,Hybrid(Petrol),8,Location,3350,57600.0,12060000,207360000.0,/nissan/serena/cb204923/id/13262317/
CB204924,2014 NISSAN NOTE,Nissan,Note,2014,89500,1200.0,CVT,Petrol,5,Location,3090,49280.0,11124000,177408000.0,/nissan/note/cb204924/id/13262318/
CB204926,2009 NISSAN NOTE,Nissan,Note,2009,42000,1500.0,CVT,Petrol,5,Location,2520,43410.0,9072000,156276000.0,/nissan/note/cb204926/id/13262320/
CB204927,2014 NISSAN NOTE,Nissan,Note,2014,69000,1200.0,CVT,Petrol,5,Location,3880,60170.0,13968000,216612000.0,/nissan/note/cb204927/id/13262321/
CB204928,2025 BMW MINI,Bmw,Mini,2025,2500,1500.0,AT,Petrol,5,Location,15640,179000.0,56304000,644400000.0,/bmw/mini/cb204928/id/13262322/
CB204929,2014 BMW MINI,Bmw,Mini,2014,80000,1600.0,AT,Petrol,4,Location,6580,85320.0,23688000,307152000.0,/bmw/mini/cb204929/id/13262323/
CB204930,2016 BMW MINI,Bmw,Mini,2016,110000,1500.0,AT,Petrol,5,Location,6230,82770.0,22428000,297972000.0,/bmw/mini/cb204930/id/13262324/
CB204932,2016 BMW MINI,Bmw,Mini,2016,71000,2000.0,AT,Diesel,5,Location,9940,119870.0,35784000,431532000.0,/bmw/mini/cb204932/id/13262326/
CB204933,2007 AUDI TT,Audi,Tt,2007,143471,2000.0,AT,Petrol,4,Location,2550,45060.0,9180000,162216000.0,/audi/tt/cb204933/id/13262327/
CB204861,"2015 AUDI A3
                                 SB 1.4 TFSI (AMBIENTE)",Audi,A3,2015,41042,1390.0,AT,Petrol,5,Location,3350,47980.0,12060000,172728000.0,/audi/a3/cb204861/id/13262255/
CA554810,2020 MERCEDES-BENZ CLA-CLASS,Mercedes-Benz,Cla-Class,2020,6020,2000.0,AT,Petrol,5,Location,17660,197460.0,63576000,710856000.0,/mercedes-benz/cla-class/ca554810/id/12640739/
CB158293,1998 NISSAN GLORIA VAN,Nissan,Gloria,1998,148203,2000.0,AT,Petrol,2,Location,5040,73800.0,18144000,265680000.0,/nissan/gloria-van/cb158293/id/13215737/
CA711206,"2018 NISSAN AD VAN
                                 D",Nissan,Ad,2018,34380,1500.0,CVT,Petrol,2,Location,2820,47710.0,10152000,171756000.0,/nissan/ad-van/ca711206/id/12799667/
CA833464,"2017 NISSAN AD VAN
                                 BETC",Nissan,Ad,2017,74600,1500.0,CVT,Petrol,2,Location,2480,44310.0,8928000,159516000.0,/nissan/ad-van/ca833464/id/12922479/
BY266581,"2024 SUBARU LEVORG
                                 EX4WDLED",Subaru,Levorg,2024,3466,1800.0,AT,Petrol,5,Location,20660,227800.0,74376000,820080000.0,/subaru/levorg/by266581/id/11413047/
BY640202,"2023 SUBARU LEVORG
                                 1.8EX4WDLED",Subaru,Levorg,2023,9546,1800.0,AT,Petrol,5,Location,20920,230400.0,75312000,829440000.0,/subaru/levorg/by640202/id/11790359/
BY892863,2019 SUBARU LEVORG,Subaru,Levorg,2019,45550,1600.0,AT,Petrol,5,Location,16740,189860.0,60264000,683496000.0,/subaru/levorg/by892863/id/12044598/
CB125975,"2023 TOYOTA LAND CRUISER
                                 4WD",Toyota,Land,2023,19,3500.0,AT,Petrol,7,Location,70510,734520.0,253836000,2644272000.0,/toyota/land-cruiser/cb125975/id/13182558/
CB022351,2014 MERCEDES-BENZ GLA-CLASS,Mercedes-Benz,Gla-Class,2014,86000,2000.0,AT,Petrol,5,Location,16450,184700.0,59220000,664920000.0,/mercedes-benz/gla-class/cb022351/id/13078866/
